"Year";"idSchool";"idClass";"idChild";"Gender";"age";"ansia";"geom"
2009;"School1";"Class6";"Child98";"F";10.16;1.481;-0.49
2009;"School1";"Class6";"Child99";"M";10.19;-0.723;0.299
2009;"School1";"Class6";"Child100";"F";10.09;1.537;0.525
2009;"School1";"Class6";"Child101";"M";9.5;0.927;1.278
2009;"School1";"Class6";"Child102";"M";9.54;-0.313;0.121
2009;"School1";"Class6";"Child103";"F";10.05;-0.3;0.139
2009;"School1";"Class6";"Child104";"M";9.8;0.082;0.139
2009;"School1";"Class6";"Child105";"M";9.58;-0.204;1.142
2009;"School1";"Class6";"Child106";"F";9.77;1.64;0.16
2009;"School1";"Class6";"Child107";"F";9.91;-1.156;0.09
2009;"School1";"Class6";"Child108";"F";10.01;-1.313;0.522
2009;"School1";"Class6";"Child109";"M";9.99;-0.399;1.173
2009;"School1";"Class6";"Child110";"F";10.02;-1.613;-0.17
2009;"School1";"Class6";"Child111";"M";10.39;0.198;1.066
2009;"School1";"Class6";"Child112";"M";10.33;-0.414;0.796
2009;"School1";"Class6";"Child113";"M";9.95;0.187;-0.277
2009;"School1";"Class6";"Child114";"F";9.75;3.216;0.327
2009;"School1";"Class6";"Child115";"M";9.99;1.64;1.108
2009;"School1";"Class6";"Child116";"M";10.1;0.389;0.616
2009;"School1";"Class6";"Child117";"F";10.47;0.072;-0.105
2009;"School1";"Class6";"Child118";"F";10.47;0.722;-0.263
2009;"School1";"Class6";"Child119";"M";10.06;0.238;0.533
2009;"School1";"Class6";"Child120";"M";10.17;1.29;-0.58
2009;"School1";"Class7";"Child121";"M";9.77;0.534;1.072
2009;"School1";"Class7";"Child122";"F";9.96;-1.795;1.054
2009;"School1";"Class7";"Child123";"F";9.7;0.728;-0.387
2009;"School1";"Class7";"Child124";"M";10.39;-1.63;1.399
2009;"School1";"Class7";"Child125";"F";10.05;1.207;0.105
2009;"School1";"Class7";"Child126";"M";10.39;0.701;2.509
2009;"School1";"Class7";"Child127";"M";10;-2.478;2.11
2009;"School1";"Class7";"Child128";"M";9.75;0.477;2.093
2009;"School1";"Class7";"Child129";"F";9.66;0.387;1.459
2009;"School1";"Class7";"Child130";"F";10.49;0.263;-0.276
2009;"School1";"Class7";"Child131";"F";9.54;-1.023;0.783
2009;"School1";"Class7";"Child132";"M";10.33;0.296;1.471
2009;"School1";"Class7";"Child133";"M";9.92;0.479;1.969
2009;"School1";"Class7";"Child134";"F";10.5;-0.783;-1.067
2009;"School1";"Class7";"Child135";"F";10.23;0.402;-0.347
2009;"School1";"Class7";"Child136";"M";9.67;0.516;1.668
2009;"School1";"Class7";"Child137";"M";9.97;-1.156;1.17
2009;"School1";"Class7";"Child138";"M";9.99;-0.714;1.729
2009;"School1";"Class7";"Child139";"F";10.12;-0.569;0.355
2009;"School1";"Class7";"Child140";"M";10.35;-1.045;1.929
2009;"School1";"Class7";"Child141";"M";10.04;0.252;1.361
2009;"School1";"Class7";"Child142";"F";9.56;-0.589;0.428
2009;"School1";"Class7";"Child143";"F";9.97;1.211;0.583
2009;"School2";"Class8";"Child144";"M";9.88;-0.238;0.701
2009;"School2";"Class8";"Child145";"M";10.44;0.152;0.85
2009;"School2";"Class8";"Child146";"F";9.94;-0.656;-0.317
2009;"School2";"Class8";"Child147";"F";9.99;0.456;0.367
2009;"School2";"Class8";"Child148";"F";9.63;-1.285;-0.782
2009;"School2";"Class8";"Child149";"F";9.93;-1.276;-0.416
2009;"School2";"Class8";"Child150";"M";9.95;1.712;-0.872
2009;"School2";"Class8";"Child151";"F";9.52;0.394;-0.097
2009;"School2";"Class8";"Child152";"M";10.33;0.131;0.315
2009;"School2";"Class8";"Child153";"M";9.79;-1.331;-0.257
2009;"School2";"Class8";"Child154";"F";10.21;0.011;-0.196
2009;"School2";"Class8";"Child155";"F";10.18;-0.392;-0.332
2009;"School2";"Class8";"Child156";"M";9.94;0.307;0.898
2009;"School2";"Class8";"Child157";"F";9.52;0.215;-1.185
2009;"School2";"Class8";"Child158";"M";9.7;-0.451;-0.247
2009;"School2";"Class8";"Child159";"M";10.31;0.383;1.148
2009;"School2";"Class8";"Child160";"F";9.86;1.075;-0.482
2009;"School2";"Class8";"Child161";"F";9.97;-0.888;-0.374
2009;"School2";"Class8";"Child162";"M";9.56;0.25;-0.67
2009;"School2";"Class8";"Child163";"M";10.45;-0.467;-0.545
2009;"School2";"Class8";"Child164";"F";10;-0.703;0.363
2009;"School2";"Class8";"Child165";"M";9.94;0.559;-0.111
2009;"School2";"Class8";"Child166";"F";9.63;-1.687;0.477
2009;"School2";"Class9";"Child167";"M";9.86;0.258;-0.556
2009;"School2";"Class9";"Child168";"M";10.35;-0.878;-0.888
2009;"School2";"Class9";"Child169";"F";10.17;-0.847;0.302
2009;"School2";"Class9";"Child170";"F";10.02;-0.165;0.14
2009;"School2";"Class9";"Child171";"F";9.81;1.814;-0.266
2009;"School2";"Class9";"Child172";"F";10.16;-0.043;-1.414
2009;"School2";"Class9";"Child173";"M";9.87;-0.171;0.226
2009;"School2";"Class9";"Child174";"M";10.15;2.238;-0.425
2009;"School2";"Class9";"Child175";"M";10.44;-1.551;-0.06
2009;"School2";"Class9";"Child176";"F";9.51;1.437;-0.274
2009;"School2";"Class9";"Child177";"M";9.55;0.383;0.808
2009;"School2";"Class9";"Child178";"M";9.51;0.032;-0.038
2009;"School2";"Class9";"Child179";"M";10.15;-0.675;-0.124
2009;"School2";"Class9";"Child180";"M";9.83;-0.762;1.225
2009;"School2";"Class9";"Child181";"M";10.06;2.514;0.049
2009;"School2";"Class9";"Child182";"F";10.27;0.22;0.231
2009;"School2";"Class9";"Child183";"F";10.4;-0.266;-1.108
2009;"School2";"Class9";"Child184";"M";10.47;0.239;0.612
2009;"School2";"Class9";"Child185";"F";10.37;-0.333;-1.341
2009;"School2";"Class9";"Child186";"M";10.2;0.716;-0.676
2009;"School2";"Class9";"Child187";"M";9.83;-0.979;-0.003
2009;"School2";"Class9";"Child188";"F";10.41;-0.292;-0.507
2009;"School2";"Class10";"Child189";"F";9.65;0.756;1.518
2009;"School2";"Class10";"Child190";"M";10.06;0.125;0.053
2009;"School2";"Class10";"Child191";"M";9.85;-0.242;0.501
2009;"School2";"Class10";"Child192";"F";9.97;0.402;0.006
2009;"School2";"Class10";"Child193";"M";10.18;0.503;1.976
2009;"School2";"Class10";"Child194";"M";10.36;0.519;1.482
2009;"School2";"Class10";"Child195";"F";10.37;0.317;0.101
2009;"School2";"Class10";"Child196";"F";9.81;-0.3;-0.203
2009;"School2";"Class10";"Child197";"F";9.73;0.216;0.759
2009;"School2";"Class10";"Child198";"M";9.69;-0.305;-0.109
2009;"School2";"Class10";"Child199";"F";9.97;-0.22;-0.029
2009;"School2";"Class10";"Child200";"M";9.89;-1.262;1.19
2009;"School2";"Class10";"Child201";"M";9.51;-1.571;0.96
2009;"School2";"Class10";"Child202";"F";10.23;-1.103;-0.537
2009;"School2";"Class10";"Child203";"M";9.95;-0.312;0.004
2009;"School2";"Class10";"Child204";"F";9.67;-0.886;0.741
2009;"School2";"Class10";"Child205";"F";10.16;-0.003;-0.573
2009;"School2";"Class10";"Child206";"M";9.87;-0.581;0.515
2009;"School2";"Class10";"Child207";"M";10.09;-0.312;0.055
2009;"School2";"Class10";"Child208";"F";9.59;-0.175;0.08
2009;"School2";"Class10";"Child209";"M";9.56;-0.346;0.98
2009;"School2";"Class10";"Child210";"F";10.17;-0.085;0.213
2009;"School2";"Class10";"Child211";"M";10.11;-0.005;0.009
2009;"School2";"Class11";"Child212";"M";9.65;-0.007;0.432
2009;"School2";"Class11";"Child213";"M";9.82;-0.252;0.571
2009;"School2";"Class11";"Child214";"F";9.88;1.483;-0.978
2009;"School2";"Class11";"Child215";"M";9.52;0.654;0.949
2009;"School2";"Class11";"Child216";"M";10.45;1.559;0.045
2009;"School2";"Class11";"Child217";"F";9.57;0.59;0.03
2009;"School2";"Class11";"Child218";"F";10.32;1.92;0.744
2009;"School2";"Class11";"Child219";"M";10.08;-0.983;1.426
2009;"School2";"Class11";"Child220";"F";9.74;-0.25;0.719
2009;"School2";"Class11";"Child221";"M";9.63;-0.22;-0.19
2009;"School2";"Class11";"Child222";"F";10.29;-0.555;0.788
2009;"School2";"Class11";"Child223";"F";10.17;0.441;0.166
2009;"School2";"Class11";"Child224";"F";10.23;2.199;0.222
2009;"School2";"Class11";"Child225";"F";10.16;-1.539;-0.169
2009;"School2";"Class11";"Child226";"F";10.1;0.267;-0.169
2009;"School2";"Class11";"Child227";"F";9.88;1.026;0.636
2009;"School2";"Class11";"Child228";"F";9.81;0.168;0.366
2009;"School2";"Class12";"Child229";"F";9.97;0.89;0.331
2009;"School2";"Class12";"Child230";"M";9.93;-0.67;0.047
2009;"School2";"Class12";"Child231";"F";9.86;0.298;0.431
2009;"School2";"Class12";"Child232";"F";9.99;0.377;0.855
2009;"School2";"Class12";"Child233";"F";10.18;1.629;1.55
2009;"School2";"Class12";"Child234";"M";10.17;-0.761;0.378
2009;"School2";"Class12";"Child235";"M";10.35;1.723;1.32
2009;"School2";"Class12";"Child236";"F";9.66;1.838;-0.243
2009;"School2";"Class12";"Child237";"M";10.3;0.683;0.633
2009;"School2";"Class12";"Child238";"F";9.9;0.777;0.682
2009;"School2";"Class12";"Child239";"M";10.22;1.802;0.73
2009;"School2";"Class12";"Child240";"F";9.57;-0.811;-0.684
2009;"School2";"Class13";"Child241";"M";9.86;-0.652;-0.209
2009;"School2";"Class13";"Child242";"F";9.91;1.37;-0.325
2009;"School2";"Class13";"Child243";"M";9.89;0.287;0.904
2009;"School2";"Class13";"Child244";"M";10.43;1.08;0.794
2009;"School2";"Class13";"Child245";"F";10.27;-1.455;1.269
2009;"School2";"Class13";"Child246";"F";10.15;1.602;0.794
2009;"School2";"Class13";"Child247";"F";10.4;1.829;-0.026
2009;"School2";"Class13";"Child248";"M";10.18;-1.438;1.29
2009;"School2";"Class13";"Child249";"M";10.15;0.01;0.328
2009;"School2";"Class13";"Child250";"M";9.69;0.186;-0.125
2009;"School2";"Class13";"Child251";"M";9.76;-0.448;0.945
2009;"School2";"Class13";"Child252";"F";10.29;-0.716;-0.794
2009;"School2";"Class13";"Child253";"M";9.85;0.844;-0.004
2009;"School2";"Class13";"Child254";"M";10.19;1.114;0.648
2009;"School2";"Class13";"Child255";"F";9.98;1.484;0.119
2009;"School2";"Class13";"Child256";"F";9.82;0.308;0.599
2009;"School2";"Class13";"Child257";"M";10.06;0.117;1.026
2009;"School2";"Class13";"Child258";"F";9.9;1.376;-0.608
2009;"School2";"Class13";"Child259";"M";9.83;0.031;0.884
2009;"School2";"Class13";"Child260";"F";10.23;-0.252;-0.353
2009;"School2";"Class13";"Child261";"F";10.01;1.061;-0.626
2009;"School2";"Class13";"Child262";"M";9.77;0.028;0.985
2009;"School2";"Class13";"Child263";"F";9.8;-1.287;-0.564
2009;"School2";"Class14";"Child264";"M";9.74;-0.9;0.068
2009;"School2";"Class14";"Child265";"F";9.95;0.148;0.034
2009;"School2";"Class14";"Child266";"M";10.34;1.218;-0.804
2009;"School2";"Class14";"Child267";"M";9.69;-1.144;-0.863
2009;"School2";"Class14";"Child268";"M";10.15;0.381;0.606
2009;"School2";"Class14";"Child269";"F";9.58;0.31;0.22
2009;"School2";"Class14";"Child270";"M";10.3;0.219;0.439
2009;"School2";"Class14";"Child271";"F";9.57;-1.143;-0.519
2009;"School2";"Class14";"Child272";"M";10.11;0.158;0.302
2009;"School2";"Class14";"Child273";"F";10.21;-1.265;0.732
2009;"School2";"Class14";"Child274";"M";10.24;-1.264;-0.065
2009;"School2";"Class14";"Child275";"F";10.39;-0.455;-0.504
2009;"School2";"Class14";"Child276";"M";10.35;1.584;0.067
2009;"School2";"Class14";"Child277";"M";9.64;0.886;-0.469
2009;"School2";"Class14";"Child278";"F";9.95;-0.694;-0.147
2009;"School2";"Class14";"Child279";"M";10.26;-1.376;0.062
2009;"School2";"Class14";"Child280";"F";9.78;-1.658;1.142
2009;"School2";"Class14";"Child281";"F";9.99;-0.841;-0.338
2009;"School2";"Class14";"Child282";"F";10.15;0.731;0.003
2009;"School2";"Class14";"Child283";"M";10.17;-0.556;-0.673
2009;"School2";"Class15";"Child284";"M";9.68;0.453;0.349
2009;"School2";"Class15";"Child285";"F";9.94;-0.658;0.143
2009;"School2";"Class15";"Child286";"F";10.34;-2.023;-0.043
2009;"School2";"Class15";"Child287";"M";9.67;0.34;-0.158
2009;"School2";"Class15";"Child288";"M";9.69;0.609;-0.155
2009;"School2";"Class15";"Child289";"F";9.88;-0.377;-0.389
2009;"School2";"Class15";"Child290";"F";10.37;1.009;0.841
2009;"School2";"Class15";"Child291";"M";9.83;-0.082;0.761
2009;"School2";"Class15";"Child292";"F";9.94;1.209;-0.376
2009;"School2";"Class15";"Child293";"F";10.08;-0.613;0.31
2009;"School2";"Class15";"Child294";"F";9.98;0.212;-0.281
2009;"School2";"Class15";"Child295";"M";9.92;0.92;0.421
2009;"School2";"Class15";"Child296";"F";10.11;-1.185;-0.373
2009;"School2";"Class15";"Child297";"F";9.95;-1.261;-0.288
2009;"School2";"Class15";"Child298";"F";10.43;0.454;0.216
2009;"School2";"Class15";"Child299";"F";9.62;-0.627;-0.528
2009;"School2";"Class15";"Child300";"F";10.19;-0.95;0.158
2009;"School2";"Class16";"Child301";"M";10.05;1.215;-0.094
2009;"School2";"Class16";"Child302";"F";10.17;0.595;-0.02
2009;"School2";"Class16";"Child303";"M";9.54;-0.926;-0.205
2009;"School2";"Class16";"Child304";"F";10.2;-0.055;-0.055
2009;"School2";"Class16";"Child305";"F";10.48;-0.795;-0.375
2009;"School2";"Class16";"Child306";"M";10.2;0.813;-0.084
2009;"School2";"Class16";"Child307";"F";9.78;0.137;0.371
2009;"School2";"Class16";"Child308";"F";9.66;-0.835;-0.757
2009;"School2";"Class16";"Child309";"M";9.89;1.37;0.392
2009;"School2";"Class16";"Child310";"F";10.1;0.361;-0.172
2009;"School2";"Class16";"Child311";"F";9.88;1.43;0.288
2009;"School2";"Class16";"Child312";"M";9.73;2.271;0.296
2009;"School2";"Class17";"Child313";"F";9.88;-0.854;0.883
2009;"School2";"Class17";"Child314";"M";10.25;-1.684;0.846
2009;"School2";"Class17";"Child315";"F";9.7;-1.484;0.393
2009;"School2";"Class17";"Child316";"F";10.19;-0.015;-0.113
2009;"School2";"Class17";"Child317";"F";10.48;-0.19;-0.157
2009;"School2";"Class17";"Child318";"F";10.08;-1.844;-0.416
2009;"School2";"Class17";"Child319";"F";9.83;0.665;0.732
2009;"School2";"Class17";"Child320";"M";9.85;-0.299;0.032
2009;"School2";"Class17";"Child321";"M";10.25;-1.138;0.928
2009;"School2";"Class17";"Child322";"F";9.95;0.24;-0.668
2009;"School2";"Class17";"Child323";"M";10.44;-0.344;0.783
2009;"School2";"Class17";"Child324";"F";10.09;0.771;0.537
2009;"School2";"Class17";"Child325";"M";10.19;-0.645;1.091
2009;"School2";"Class17";"Child326";"F";10.2;0.441;-0.39
2009;"School2";"Class17";"Child327";"M";9.5;1.552;1.811
2009;"School2";"Class17";"Child328";"F";9.81;0.505;-0.417
2009;"School2";"Class18";"Child329";"M";9.93;1.107;1.486
2009;"School2";"Class18";"Child330";"F";9.76;1.23;-0.096
2009;"School2";"Class18";"Child331";"M";10.48;0.183;-0.269
2009;"School2";"Class18";"Child332";"M";10.49;0.15;-0.211
2009;"School2";"Class18";"Child333";"F";10.42;-0.226;0.009
2009;"School2";"Class18";"Child334";"F";10.15;1.963;-0.765
2009;"School2";"Class18";"Child335";"M";9.98;0.445;0.31
2009;"School2";"Class18";"Child336";"F";9.92;-1.025;-0.021
2009;"School2";"Class18";"Child337";"F";10.42;0.731;0.009
2009;"School2";"Class18";"Child338";"F";9.99;0.428;1.115
2009;"School2";"Class18";"Child339";"M";9.86;-0.883;0.895
2009;"School2";"Class18";"Child340";"M";9.95;0.179;0.584
2009;"School2";"Class18";"Child341";"F";10.16;-0.376;0.352
2009;"School2";"Class18";"Child342";"M";9.75;0.102;0.664
2009;"School2";"Class18";"Child343";"M";10.3;0.917;-0.506
2009;"School2";"Class18";"Child344";"F";9.69;-0.324;-0.316
2009;"School2";"Class18";"Child345";"F";10.14;-1.312;0.232
2009;"School2";"Class18";"Child346";"F";10.05;0.313;0.542
2009;"School2";"Class18";"Child347";"M";9.88;0.26;0.628
2009;"School2";"Class19";"Child348";"M";10.05;-0.742;-1.29
2009;"School2";"Class19";"Child349";"F";10.33;0.078;-0.371
2009;"School2";"Class19";"Child350";"M";10.48;0.054;-0.164
2009;"School2";"Class19";"Child351";"M";9.83;-0.181;-0.14
2009;"School2";"Class19";"Child352";"M";10.38;0.008;-0.144
2009;"School2";"Class19";"Child353";"F";10.18;-0.745;-0.259
2009;"School2";"Class19";"Child354";"M";10.33;-0.496;-0.579
2009;"School2";"Class19";"Child355";"M";10.3;-0.094;-0.39
2009;"School2";"Class19";"Child356";"M";9.63;1.286;-1.033
2009;"School2";"Class19";"Child357";"M";9.56;-1.063;0.445
2009;"School2";"Class19";"Child358";"F";10.19;-1.618;-0.96
2009;"School2";"Class19";"Child359";"M";9.98;-0.899;0.799
2009;"School2";"Class19";"Child360";"F";9.57;0.22;-0.22
2009;"School2";"Class19";"Child361";"M";9.54;-1.67;0.449
2009;"School2";"Class19";"Child362";"M";10.18;0.074;-0.737
2009;"School2";"Class19";"Child363";"M";9.7;0.45;-0.231
2009;"School2";"Class19";"Child364";"M";9.86;2.354;-0.594
2009;"School2";"Class19";"Child365";"M";10.16;-0.205;-0.297
2009;"School2";"Class19";"Child366";"M";10.03;1.123;-0.558
2009;"School2";"Class19";"Child367";"M";10.13;-0.619;-0.307
2009;"School2";"Class19";"Child368";"F";9.59;0.815;-0.306
2009;"School2";"Class20";"Child369";"F";10.02;0.722;0.961
2009;"School2";"Class20";"Child370";"F";9.79;0.574;0.536
2009;"School2";"Class20";"Child371";"F";9.8;-0.072;0.174
2009;"School2";"Class20";"Child372";"F";10.22;0.349;-0.571
2009;"School2";"Class20";"Child373";"F";10.29;-0.127;-0.161
2009;"School2";"Class20";"Child374";"F";10.26;0.16;0.229
2009;"School2";"Class20";"Child375";"F";10.19;-0.152;0.66
2009;"School2";"Class20";"Child376";"M";10.37;0.168;-0.665
2009;"School2";"Class20";"Child377";"F";10.09;0.913;0.512
2009;"School2";"Class20";"Child378";"M";9.97;0.715;0.384
2009;"School2";"Class20";"Child379";"F";10.12;-0.48;-0.603
2009;"School2";"Class20";"Child380";"M";9.74;0.985;0.409
2009;"School2";"Class20";"Child381";"F";9.98;-1.442;-0.363
2009;"School2";"Class20";"Child382";"F";10.12;-0.34;0.126
2009;"School2";"Class20";"Child383";"M";10.29;-0.64;1.38
2009;"School2";"Class20";"Child384";"M";9.72;2.457;-0.566
2009;"School2";"Class20";"Child385";"F";10.42;-0.327;0.449
2009;"School2";"Class20";"Child386";"M";9.63;-0.517;0.359
2009;"School2";"Class20";"Child387";"F";9.66;-0.346;0.646
2009;"School2";"Class20";"Child388";"M";9.59;-0.071;0.023
2009;"School2";"Class20";"Child389";"F";9.71;1.33;-0.79
2009;"School3";"Class21";"Child390";"M";9.87;-0.584;1.891
2009;"School3";"Class21";"Child391";"F";10.12;-0.956;0.802
2009;"School3";"Class21";"Child392";"F";9.78;-1.682;0.152
2009;"School3";"Class21";"Child393";"F";9.81;1.435;-0.205
2009;"School3";"Class21";"Child394";"F";9.81;-1.249;0.43
2009;"School3";"Class21";"Child395";"F";9.74;-0.586;0.457
2009;"School3";"Class21";"Child396";"F";10.3;-0.411;0.658
2009;"School3";"Class21";"Child397";"F";10.43;-0.515;-0.135
2009;"School3";"Class21";"Child398";"F";9.67;-0.039;1.297
2009;"School3";"Class21";"Child399";"M";9.92;-1.753;0.134
2009;"School3";"Class21";"Child400";"M";9.94;0.79;1.017
2009;"School3";"Class21";"Child401";"M";10.37;-0.377;1.654
2009;"School3";"Class21";"Child402";"F";9.96;-1.88;0.152
2009;"School3";"Class21";"Child403";"M";9.75;0.393;0.099
2009;"School3";"Class21";"Child404";"M";9.84;0.543;0.673
2009;"School3";"Class21";"Child405";"M";10.17;0.313;0.315
2009;"School3";"Class21";"Child406";"F";9.74;-0.611;0.169
2009;"School3";"Class21";"Child407";"F";9.82;2.365;-1.063
2009;"School3";"Class21";"Child408";"F";10.14;0.137;-0.253
2009;"School3";"Class21";"Child409";"M";9.52;-0.002;-0.034
2009;"School3";"Class22";"Child410";"F";10.23;-0.715;-0.079
2009;"School3";"Class22";"Child411";"M";10.25;-0.744;0.104
2009;"School3";"Class22";"Child412";"F";9.65;-0.664;-0.272
2009;"School3";"Class22";"Child413";"M";10.43;-0.355;-0.675
2009;"School3";"Class22";"Child414";"M";10.13;-0.634;0.251
2009;"School3";"Class22";"Child415";"F";10.49;-0.343;-0.544
2009;"School3";"Class22";"Child416";"M";10.18;0.453;1.062
2009;"School3";"Class22";"Child417";"F";9.9;1.059;-0.613
2009;"School3";"Class22";"Child418";"F";9.6;-0.106;-0.313
2009;"School3";"Class22";"Child419";"F";9.81;-0.325;0.238
2009;"School3";"Class22";"Child420";"M";10.01;1.504;0.664
2009;"School3";"Class22";"Child421";"M";9.6;0.959;0.208
2009;"School3";"Class22";"Child422";"F";10.46;-0.931;-1.442
2009;"School3";"Class22";"Child423";"M";9.68;1.09;-0.025
