"idSubj";"age";"gender";"condition";"idPicture";"rating"
"subj4";12.9306435924955;"F";"landscape";"land26";72
"subj4";12.9306435924955;"F";"landscape";"land27";62
"subj4";12.9306435924955;"F";"landscape";"land28";83
"subj4";12.9306435924955;"F";"landscape";"land29";72
"subj4";12.9306435924955;"F";"landscape";"land30";64
"subj4";12.9306435924955;"F";"landscape";"land31";80
"subj4";12.9306435924955;"F";"landscape";"land32";80
"subj4";12.9306435924955;"F";"landscape";"land33";63
"subj4";12.9306435924955;"F";"landscape";"land34";67
"subj4";12.9306435924955;"F";"landscape";"land35";67
"subj4";12.9306435924955;"F";"landscape";"land36";81
"subj4";12.9306435924955;"F";"landscape";"land37";62
"subj4";12.9306435924955;"F";"landscape";"land38";76
"subj4";12.9306435924955;"F";"landscape";"land39";71
"subj4";12.9306435924955;"F";"landscape";"land40";72
"subj5";6.69790772628039;"M";"animal";"anim1";83
"subj5";6.69790772628039;"M";"animal";"anim2";85
"subj5";6.69790772628039;"M";"animal";"anim3";86
"subj5";6.69790772628039;"M";"animal";"anim4";66
"subj5";6.69790772628039;"M";"animal";"anim5";72
"subj5";6.69790772628039;"M";"animal";"anim6";69
"subj5";6.69790772628039;"M";"animal";"anim7";74
"subj5";6.69790772628039;"M";"animal";"anim8";90
"subj5";6.69790772628039;"M";"animal";"anim9";86
"subj5";6.69790772628039;"M";"animal";"anim10";86
"subj5";6.69790772628039;"M";"animal";"anim11";76
"subj5";6.69790772628039;"M";"animal";"anim12";76
"subj5";6.69790772628039;"M";"animal";"anim13";82
"subj5";6.69790772628039;"M";"animal";"anim14";89
"subj5";6.69790772628039;"M";"animal";"anim15";76
"subj5";6.69790772628039;"M";"animal";"anim16";69
"subj5";6.69790772628039;"M";"animal";"anim17";81
"subj5";6.69790772628039;"M";"animal";"anim18";79
"subj5";6.69790772628039;"M";"animal";"anim19";79
"subj5";6.69790772628039;"M";"animal";"anim20";84
"subj5";6.69790772628039;"M";"landscape";"land21";62
"subj5";6.69790772628039;"M";"landscape";"land22";70
"subj5";6.69790772628039;"M";"landscape";"land23";77
"subj5";6.69790772628039;"M";"landscape";"land24";64
"subj5";6.69790772628039;"M";"landscape";"land25";67
"subj5";6.69790772628039;"M";"landscape";"land26";68
"subj5";6.69790772628039;"M";"landscape";"land27";50
"subj5";6.69790772628039;"M";"landscape";"land28";70
"subj5";6.69790772628039;"M";"landscape";"land29";62
"subj5";6.69790772628039;"M";"landscape";"land30";63
"subj5";6.69790772628039;"M";"landscape";"land31";78
"subj5";6.69790772628039;"M";"landscape";"land32";79
"subj5";6.69790772628039;"M";"landscape";"land33";61
"subj5";6.69790772628039;"M";"landscape";"land34";64
"subj5";6.69790772628039;"M";"landscape";"land35";57
"subj5";6.69790772628039;"M";"landscape";"land36";65
"subj5";6.69790772628039;"M";"landscape";"land37";55
"subj5";6.69790772628039;"M";"landscape";"land38";76
"subj5";6.69790772628039;"M";"landscape";"land39";77
"subj5";6.69790772628039;"M";"landscape";"land40";59
"subj6";11.8646860579029;"M";"animal";"anim1";87
"subj6";11.8646860579029;"M";"animal";"anim2";92
"subj6";11.8646860579029;"M";"animal";"anim3";82
"subj6";11.8646860579029;"M";"animal";"anim4";73
"subj6";11.8646860579029;"M";"animal";"anim5";72
"subj6";11.8646860579029;"M";"animal";"anim6";70
"subj6";11.8646860579029;"M";"animal";"anim7";88
"subj6";11.8646860579029;"M";"animal";"anim8";87
"subj6";11.8646860579029;"M";"animal";"anim9";82
"subj6";11.8646860579029;"M";"animal";"anim10";90
"subj6";11.8646860579029;"M";"animal";"anim11";80
"subj6";11.8646860579029;"M";"animal";"anim12";90
"subj6";11.8646860579029;"M";"animal";"anim13";76
"subj6";11.8646860579029;"M";"animal";"anim14";93
"subj6";11.8646860579029;"M";"animal";"anim15";71
"subj6";11.8646860579029;"M";"animal";"anim16";67
"subj6";11.8646860579029;"M";"animal";"anim17";85
"subj6";11.8646860579029;"M";"animal";"anim18";82
"subj6";11.8646860579029;"M";"animal";"anim19";79
"subj6";11.8646860579029;"M";"animal";"anim20";82
"subj6";11.8646860579029;"M";"landscape";"land21";69
"subj6";11.8646860579029;"M";"landscape";"land22";82
"subj6";11.8646860579029;"M";"landscape";"land23";86
"subj6";11.8646860579029;"M";"landscape";"land24";83
"subj6";11.8646860579029;"M";"landscape";"land25";78
"subj6";11.8646860579029;"M";"landscape";"land26";77
"subj6";11.8646860579029;"M";"landscape";"land27";71
"subj6";11.8646860579029;"M";"landscape";"land28";83
"subj6";11.8646860579029;"M";"landscape";"land29";71
"subj6";11.8646860579029;"M";"landscape";"land30";68
"subj6";11.8646860579029;"M";"landscape";"land31";90
"subj6";11.8646860579029;"M";"landscape";"land32";82
"subj6";11.8646860579029;"M";"landscape";"land33";73
"subj6";11.8646860579029;"M";"landscape";"land34";70
"subj6";11.8646860579029;"M";"landscape";"land35";63
"subj6";11.8646860579029;"M";"landscape";"land36";85
"subj6";11.8646860579029;"M";"landscape";"land37";66
"subj6";11.8646860579029;"M";"landscape";"land38";90
"subj6";11.8646860579029;"M";"landscape";"land39";82
"subj6";11.8646860579029;"M";"landscape";"land40";68
"subj7";11.7305315462872;"M";"animal";"anim1";78
"subj7";11.7305315462872;"M";"animal";"anim2";95
"subj7";11.7305315462872;"M";"animal";"anim3";86
"subj7";11.7305315462872;"M";"animal";"anim4";74
"subj7";11.7305315462872;"M";"animal";"anim5";70
"subj7";11.7305315462872;"M";"animal";"anim6";68
"subj7";11.7305315462872;"M";"animal";"anim7";83
"subj7";11.7305315462872;"M";"animal";"anim8";91
"subj7";11.7305315462872;"M";"animal";"anim9";78
"subj7";11.7305315462872;"M";"animal";"anim10";92
"subj7";11.7305315462872;"M";"animal";"anim11";77
"subj7";11.7305315462872;"M";"animal";"anim12";83
"subj7";11.7305315462872;"M";"animal";"anim13";84
"subj7";11.7305315462872;"M";"animal";"anim14";97
"subj7";11.7305315462872;"M";"animal";"anim15";79
"subj7";11.7305315462872;"M";"animal";"anim16";69
"subj7";11.7305315462872;"M";"animal";"anim17";85
"subj7";11.7305315462872;"M";"animal";"anim18";83
"subj7";11.7305315462872;"M";"animal";"anim19";80
"subj7";11.7305315462872;"M";"animal";"anim20";87
"subj7";11.7305315462872;"M";"landscape";"land21";72
"subj7";11.7305315462872;"M";"landscape";"land22";77
"subj7";11.7305315462872;"M";"landscape";"land23";84
"subj7";11.7305315462872;"M";"landscape";"land24";74
"subj7";11.7305315462872;"M";"landscape";"land25";75
"subj7";11.7305315462872;"M";"landscape";"land26";75
"subj7";11.7305315462872;"M";"landscape";"land27";68
"subj7";11.7305315462872;"M";"landscape";"land28";80
"subj7";11.7305315462872;"M";"landscape";"land29";76
"subj7";11.7305315462872;"M";"landscape";"land30";68
"subj7";11.7305315462872;"M";"landscape";"land31";83
"subj7";11.7305315462872;"M";"landscape";"land32";79
"subj7";11.7305315462872;"M";"landscape";"land33";70
"subj7";11.7305315462872;"M";"landscape";"land34";64
"subj7";11.7305315462872;"M";"landscape";"land35";66
"subj7";11.7305315462872;"M";"landscape";"land36";70
"subj7";11.7305315462872;"M";"landscape";"land37";68
"subj7";11.7305315462872;"M";"landscape";"land38";85
"subj7";11.7305315462872;"M";"landscape";"land39";80
"subj7";11.7305315462872;"M";"landscape";"land40";59
"subj8";11.7144700572826;"F";"animal";"anim1";71
"subj8";11.7144700572826;"F";"animal";"anim2";76
"subj8";11.7144700572826;"F";"animal";"anim3";73
"subj8";11.7144700572826;"F";"animal";"anim4";57
"subj8";11.7144700572826;"F";"animal";"anim5";56
"subj8";11.7144700572826;"F";"animal";"anim6";59
"subj8";11.7144700572826;"F";"animal";"anim7";74
"subj8";11.7144700572826;"F";"animal";"anim8";83
"subj8";11.7144700572826;"F";"animal";"anim9";61
"subj8";11.7144700572826;"F";"animal";"anim10";88
"subj8";11.7144700572826;"F";"animal";"anim11";71
"subj8";11.7144700572826;"F";"animal";"anim12";77
"subj8";11.7144700572826;"F";"animal";"anim13";74
"subj8";11.7144700572826;"F";"animal";"anim14";80
"subj8";11.7144700572826;"F";"animal";"anim15";68
"subj8";11.7144700572826;"F";"animal";"anim16";58
"subj8";11.7144700572826;"F";"animal";"anim17";73
"subj8";11.7144700572826;"F";"animal";"anim18";76
"subj8";11.7144700572826;"F";"animal";"anim19";64
"subj8";11.7144700572826;"F";"animal";"anim20";72
"subj8";11.7144700572826;"F";"landscape";"land21";63
"subj8";11.7144700572826;"F";"landscape";"land22";67
"subj8";11.7144700572826;"F";"landscape";"land23";74
"subj8";11.7144700572826;"F";"landscape";"land24";65
"subj8";11.7144700572826;"F";"landscape";"land25";62
"subj8";11.7144700572826;"F";"landscape";"land26";64
"subj8";11.7144700572826;"F";"landscape";"land27";55
"subj8";11.7144700572826;"F";"landscape";"land28";73
"subj8";11.7144700572826;"F";"landscape";"land29";63
"subj8";11.7144700572826;"F";"landscape";"land30";65
"subj8";11.7144700572826;"F";"landscape";"land31";72
"subj8";11.7144700572826;"F";"landscape";"land32";72
"subj8";11.7144700572826;"F";"landscape";"land33";59
"subj8";11.7144700572826;"F";"landscape";"land34";60
"subj8";11.7144700572826;"F";"landscape";"land35";61
"subj8";11.7144700572826;"F";"landscape";"land36";60
"subj8";11.7144700572826;"F";"landscape";"land37";57
"subj8";11.7144700572826;"F";"landscape";"land38";79
"subj8";11.7144700572826;"F";"landscape";"land39";70
"subj8";11.7144700572826;"F";"landscape";"land40";54
"subj9";15.7711390512995;"F";"animal";"anim1";90
"subj9";15.7711390512995;"F";"animal";"anim2";94
"subj9";15.7711390512995;"F";"animal";"anim3";83
"subj9";15.7711390512995;"F";"animal";"anim4";69
"subj9";15.7711390512995;"F";"animal";"anim5";71
"subj9";15.7711390512995;"F";"animal";"anim6";75
"subj9";15.7711390512995;"F";"animal";"anim7";84
"subj9";15.7711390512995;"F";"animal";"anim8";92
"subj9";15.7711390512995;"F";"animal";"anim9";82
"subj9";15.7711390512995;"F";"animal";"anim10";100
"subj9";15.7711390512995;"F";"animal";"anim11";78
"subj9";15.7711390512995;"F";"animal";"anim12";92
"subj9";15.7711390512995;"F";"animal";"anim13";85
"subj9";15.7711390512995;"F";"animal";"anim14";100
"subj9";15.7711390512995;"F";"animal";"anim15";79
"subj9";15.7711390512995;"F";"animal";"anim16";68
"subj9";15.7711390512995;"F";"animal";"anim17";83
"subj9";15.7711390512995;"F";"animal";"anim18";81
"subj9";15.7711390512995;"F";"animal";"anim19";76
"subj9";15.7711390512995;"F";"animal";"anim20";82
"subj9";15.7711390512995;"F";"landscape";"land21";75
"subj9";15.7711390512995;"F";"landscape";"land22";85
"subj9";15.7711390512995;"F";"landscape";"land23";90
"subj9";15.7711390512995;"F";"landscape";"land24";85
"subj9";15.7711390512995;"F";"landscape";"land25";75
"subj9";15.7711390512995;"F";"landscape";"land26";80
"subj9";15.7711390512995;"F";"landscape";"land27";69
"subj9";15.7711390512995;"F";"landscape";"land28";88
"subj9";15.7711390512995;"F";"landscape";"land29";76
"subj9";15.7711390512995;"F";"landscape";"land30";76
"subj9";15.7711390512995;"F";"landscape";"land31";93
"subj9";15.7711390512995;"F";"landscape";"land32";88
"subj9";15.7711390512995;"F";"landscape";"land33";70
"subj9";15.7711390512995;"F";"landscape";"land34";70
"subj9";15.7711390512995;"F";"landscape";"land35";70
"subj9";15.7711390512995;"F";"landscape";"land36";75
"subj9";15.7711390512995;"F";"landscape";"land37";65
"subj9";15.7711390512995;"F";"landscape";"land38";89
"subj9";15.7711390512995;"F";"landscape";"land39";84
"subj9";15.7711390512995;"F";"landscape";"land40";72
"subj10";7.04033689480275;"F";"animal";"anim1";71
"subj10";7.04033689480275;"F";"animal";"anim2";84
"subj10";7.04033689480275;"F";"animal";"anim3";84
"subj10";7.04033689480275;"F";"animal";"anim4";65
"subj10";7.04033689480275;"F";"animal";"anim5";58
"subj10";7.04033689480275;"F";"animal";"anim6";71
"subj10";7.04033689480275;"F";"animal";"anim7";77
"subj10";7.04033689480275;"F";"animal";"anim8";76
"subj10";7.04033689480275;"F";"animal";"anim9";71
"subj10";7.04033689480275;"F";"animal";"anim10";86
"subj10";7.04033689480275;"F";"animal";"anim11";73
"subj10";7.04033689480275;"F";"animal";"anim12";77
"subj10";7.04033689480275;"F";"animal";"anim13";71
"subj10";7.04033689480275;"F";"animal";"anim14";79
"subj10";7.04033689480275;"F";"animal";"anim15";79
"subj10";7.04033689480275;"F";"animal";"anim16";65
"subj10";7.04033689480275;"F";"animal";"anim17";72
"subj10";7.04033689480275;"F";"animal";"anim18";69
"subj10";7.04033689480275;"F";"animal";"anim19";73
"subj10";7.04033689480275;"F";"animal";"anim20";82
"subj10";7.04033689480275;"F";"landscape";"land21";55
"subj10";7.04033689480275;"F";"landscape";"land22";68
"subj10";7.04033689480275;"F";"landscape";"land23";75
"subj10";7.04033689480275;"F";"landscape";"land24";69
"subj10";7.04033689480275;"F";"landscape";"land25";67
"subj10";7.04033689480275;"F";"landscape";"land26";64
"subj10";7.04033689480275;"F";"landscape";"land27";57
"subj10";7.04033689480275;"F";"landscape";"land28";70
"subj10";7.04033689480275;"F";"landscape";"land29";64
"subj10";7.04033689480275;"F";"landscape";"land30";60
"subj10";7.04033689480275;"F";"landscape";"land31";75
"subj10";7.04033689480275;"F";"landscape";"land32";71
"subj10";7.04033689480275;"F";"landscape";"land33";57
"subj10";7.04033689480275;"F";"landscape";"land34";60
"subj10";7.04033689480275;"F";"landscape";"land35";56
"subj10";7.04033689480275;"F";"landscape";"land36";68
"subj10";7.04033689480275;"F";"landscape";"land37";58
"subj10";7.04033689480275;"F";"landscape";"land38";80
"subj10";7.04033689480275;"F";"landscape";"land39";74
"subj10";7.04033689480275;"F";"landscape";"land40";57
"subj11";8.74088326375932;"F";"animal";"anim1";72
"subj11";8.74088326375932;"F";"animal";"anim2";84
"subj11";8.74088326375932;"F";"animal";"anim3";73
"subj11";8.74088326375932;"F";"animal";"anim4";63
"subj11";8.74088326375932;"F";"animal";"anim5";61
"subj11";8.74088326375932;"F";"animal";"anim6";66
"subj11";8.74088326375932;"F";"animal";"anim7";76
"subj11";8.74088326375932;"F";"animal";"anim8";82
"subj11";8.74088326375932;"F";"animal";"anim9";73
"subj11";8.74088326375932;"F";"animal";"anim10";80
"subj11";8.74088326375932;"F";"animal";"anim11";70
"subj11";8.74088326375932;"F";"animal";"anim12";82
"subj11";8.74088326375932;"F";"animal";"anim13";73
"subj11";8.74088326375932;"F";"animal";"anim14";82
"subj11";8.74088326375932;"F";"animal";"anim15";71
"subj11";8.74088326375932;"F";"animal";"anim16";65
"subj11";8.74088326375932;"F";"animal";"anim17";70
"subj11";8.74088326375932;"F";"animal";"anim18";67
"subj11";8.74088326375932;"F";"animal";"anim19";72
"subj11";8.74088326375932;"F";"animal";"anim20";71
"subj11";8.74088326375932;"F";"landscape";"land21";63
"subj11";8.74088326375932;"F";"landscape";"land22";65
"subj11";8.74088326375932;"F";"landscape";"land23";75
"subj11";8.74088326375932;"F";"landscape";"land24";58
"subj11";8.74088326375932;"F";"landscape";"land25";62
"subj11";8.74088326375932;"F";"landscape";"land26";63
"subj11";8.74088326375932;"F";"landscape";"land27";54
"subj11";8.74088326375932;"F";"landscape";"land28";71
"subj11";8.74088326375932;"F";"landscape";"land29";58
"subj11";8.74088326375932;"F";"landscape";"land30";59
"subj11";8.74088326375932;"F";"landscape";"land31";74
"subj11";8.74088326375932;"F";"landscape";"land32";75
"subj11";8.74088326375932;"F";"landscape";"land33";56
"subj11";8.74088326375932;"F";"landscape";"land34";55
"subj11";8.74088326375932;"F";"landscape";"land35";52
"subj11";8.74088326375932;"F";"landscape";"land36";64
"subj11";8.74088326375932;"F";"landscape";"land37";51
"subj11";8.74088326375932;"F";"landscape";"land38";72
"subj11";8.74088326375932;"F";"landscape";"land39";69
"subj11";8.74088326375932;"F";"landscape";"land40";51
"subj12";11.2949408371933;"M";"animal";"anim1";79
"subj12";11.2949408371933;"M";"animal";"anim2";87
"subj12";11.2949408371933;"M";"animal";"anim3";79
"subj12";11.2949408371933;"M";"animal";"anim4";71
"subj12";11.2949408371933;"M";"animal";"anim5";61
"subj12";11.2949408371933;"M";"animal";"anim6";74
"subj12";11.2949408371933;"M";"animal";"anim7";79
"subj12";11.2949408371933;"M";"animal";"anim8";85
"subj12";11.2949408371933;"M";"animal";"anim9";84
"subj12";11.2949408371933;"M";"animal";"anim10";95
"subj12";11.2949408371933;"M";"animal";"anim11";76
"subj12";11.2949408371933;"M";"animal";"anim12";79
"subj12";11.2949408371933;"M";"animal";"anim13";81
"subj12";11.2949408371933;"M";"animal";"anim14";85
"subj12";11.2949408371933;"M";"animal";"anim15";77
"subj12";11.2949408371933;"M";"animal";"anim16";66
"subj12";11.2949408371933;"M";"animal";"anim17";81
"subj12";11.2949408371933;"M";"animal";"anim18";78
"subj12";11.2949408371933;"M";"animal";"anim19";76
"subj12";11.2949408371933;"M";"animal";"anim20";78
"subj12";11.2949408371933;"M";"landscape";"land21";61
"subj12";11.2949408371933;"M";"landscape";"land22";72
"subj12";11.2949408371933;"M";"landscape";"land23";79
"subj12";11.2949408371933;"M";"landscape";"land24";69
"subj12";11.2949408371933;"M";"landscape";"land25";69
"subj12";11.2949408371933;"M";"landscape";"land26";71
"subj12";11.2949408371933;"M";"landscape";"land27";55
"subj12";11.2949408371933;"M";"landscape";"land28";81
"subj12";11.2949408371933;"M";"landscape";"land29";69
"subj12";11.2949408371933;"M";"landscape";"land30";64
"subj12";11.2949408371933;"M";"landscape";"land31";78
"subj12";11.2949408371933;"M";"landscape";"land32";80
"subj12";11.2949408371933;"M";"landscape";"land33";66
"subj12";11.2949408371933;"M";"landscape";"land34";61
"subj12";11.2949408371933;"M";"landscape";"land35";62
"subj12";11.2949408371933;"M";"landscape";"land36";69
"subj12";11.2949408371933;"M";"landscape";"land37";65
"subj12";11.2949408371933;"M";"landscape";"land38";88
"subj12";11.2949408371933;"M";"landscape";"land39";74
"subj12";11.2949408371933;"M";"landscape";"land40";62
"subj13";11.2396105718799;"M";"animal";"anim1";82
"subj13";11.2396105718799;"M";"animal";"anim2";90
"subj13";11.2396105718799;"M";"animal";"anim3";81
"subj13";11.2396105718799;"M";"animal";"anim4";67
"subj13";11.2396105718799;"M";"animal";"anim5";66
"subj13";11.2396105718799;"M";"animal";"anim6";65
"subj13";11.2396105718799;"M";"animal";"anim7";83
"subj13";11.2396105718799;"M";"animal";"anim8";92
"subj13";11.2396105718799;"M";"animal";"anim9";85
"subj13";11.2396105718799;"M";"animal";"anim10";95
"subj13";11.2396105718799;"M";"animal";"anim11";72
"subj13";11.2396105718799;"M";"animal";"anim12";85
"subj13";11.2396105718799;"M";"animal";"anim13";85
"subj13";11.2396105718799;"M";"animal";"anim14";91
"subj13";11.2396105718799;"M";"animal";"anim15";74
"subj13";11.2396105718799;"M";"animal";"anim16";70
"subj13";11.2396105718799;"M";"animal";"anim17";83
"subj13";11.2396105718799;"M";"animal";"anim18";82
"subj13";11.2396105718799;"M";"animal";"anim19";86
"subj13";11.2396105718799;"M";"animal";"anim20";83
"subj13";11.2396105718799;"M";"landscape";"land21";72
"subj13";11.2396105718799;"M";"landscape";"land22";77
"subj13";11.2396105718799;"M";"landscape";"land23";76
"subj13";11.2396105718799;"M";"landscape";"land24";78
"subj13";11.2396105718799;"M";"landscape";"land25";74
"subj13";11.2396105718799;"M";"landscape";"land26";80
"subj13";11.2396105718799;"M";"landscape";"land27";57
"subj13";11.2396105718799;"M";"landscape";"land28";89
"subj13";11.2396105718799;"M";"landscape";"land29";67
"subj13";11.2396105718799;"M";"landscape";"land30";70
"subj13";11.2396105718799;"M";"landscape";"land31";77
"subj13";11.2396105718799;"M";"landscape";"land32";86
"subj13";11.2396105718799;"M";"landscape";"land33";64
"subj13";11.2396105718799;"M";"landscape";"land34";67
"subj13";11.2396105718799;"M";"landscape";"land35";63
"subj13";11.2396105718799;"M";"landscape";"land36";74
