"idClass";"idSubj";"Gender";"Age";"MathAnx";"Condition";"idItem";"Type";"Correct"
"cl1";"ndy2";"M";9.7;0.377938018589499;"Baseline";"item35";"Addition";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"Baseline";"item34";"Subtraction";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"Baseline";"item33";"Addition";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"Baseline";"item32";"Subtraction";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"Baseline";"item31";"Addition";0
"cl1";"ndy2";"M";9.7;0.377938018589499;"Baseline";"item30";"Subtraction";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"Baseline";"item29";"Addition";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"Baseline";"item28";"Subtraction";0
"cl1";"ndy2";"M";9.7;0.377938018589499;"Baseline";"item27";"Addition";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"Baseline";"item26";"Subtraction";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"Baseline";"item25";"Addition";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item24";"Subtraction";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item23";"Addition";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item22";"Subtraction";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item21";"Addition";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item20";"Subtraction";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item19";"Addition";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item18";"Subtraction";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item17";"Addition";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item16";"Subtraction";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item15";"Addition";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item14";"Subtraction";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item13";"Addition";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item12";"Subtraction";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item11";"Addition";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item10";"Subtraction";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item9";"Addition";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item8";"Subtraction";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item7";"Addition";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item6";"Subtraction";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item5";"Addition";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item4";"Subtraction";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item3";"Addition";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item2";"Subtraction";1
"cl1";"ndy2";"M";9.7;0.377938018589499;"TimePressure";"item1";"Addition";0
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item1";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item2";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item3";"Addition";0
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item4";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item5";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item6";"Subtraction";0
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item7";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item8";"Subtraction";0
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item9";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item10";"Subtraction";0
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item11";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item12";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item13";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item14";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item15";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item16";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item17";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item18";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item19";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item20";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item21";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item22";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item23";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"Baseline";"item24";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item25";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item26";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item27";"Addition";0
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item28";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item29";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item30";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item31";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item32";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item33";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item34";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item35";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item36";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item37";"Addition";0
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item38";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item39";"Addition";0
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item40";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item41";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item42";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item43";"Addition";0
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item44";"Subtraction";0
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item45";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item46";"Subtraction";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item47";"Addition";1
"cl1";"zmw3";"M";10.2;1.84410333791594;"TimePressure";"item48";"Subtraction";1
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item48";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item47";"Addition";1
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item46";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item45";"Addition";1
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item44";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item43";"Addition";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item42";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item41";"Addition";1
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item40";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item39";"Addition";1
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item38";"Subtraction";1
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item37";"Addition";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item36";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item35";"Addition";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item34";"Subtraction";1
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item33";"Addition";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item32";"Subtraction";1
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item31";"Addition";1
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item30";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item29";"Addition";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item28";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item27";"Addition";1
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item26";"Subtraction";1
"cl1";"kpl4";"F";9.8;0.958673305933887;"Baseline";"item25";"Addition";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item24";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item23";"Addition";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item22";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item21";"Addition";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item20";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item19";"Addition";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item18";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item17";"Addition";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item16";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item15";"Addition";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item14";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item13";"Addition";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item12";"Subtraction";1
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item11";"Addition";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item10";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item9";"Addition";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item8";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item7";"Addition";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item6";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item5";"Addition";1
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item4";"Subtraction";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item3";"Addition";0
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item2";"Subtraction";1
"cl1";"kpl4";"F";9.8;0.958673305933887;"TimePressure";"item1";"Addition";0
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item1";"Addition";1
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item2";"Subtraction";0
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item3";"Addition";0
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item4";"Subtraction";0
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item5";"Addition";1
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item6";"Subtraction";0
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item7";"Addition";1
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item8";"Subtraction";1
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item9";"Addition";1
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item10";"Subtraction";1
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item11";"Addition";1
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item12";"Subtraction";1
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item13";"Addition";0
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item14";"Subtraction";0
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item15";"Addition";0
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item16";"Subtraction";1
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item17";"Addition";0
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item18";"Subtraction";1
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item19";"Addition";1
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item20";"Subtraction";1
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item21";"Addition";1
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item22";"Subtraction";1
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item23";"Addition";1
"cl1";"xca5";"F";9.7;0.31097311977918;"Baseline";"item24";"Subtraction";0
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item25";"Addition";0
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item26";"Subtraction";1
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item27";"Addition";1
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item28";"Subtraction";1
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item29";"Addition";0
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item30";"Subtraction";1
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item31";"Addition";1
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item32";"Subtraction";0
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item33";"Addition";0
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item34";"Subtraction";1
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item35";"Addition";0
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item36";"Subtraction";0
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item37";"Addition";0
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item38";"Subtraction";0
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item39";"Addition";1
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item40";"Subtraction";0
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item41";"Addition";0
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item42";"Subtraction";0
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item43";"Addition";0
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item44";"Subtraction";0
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item45";"Addition";1
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item46";"Subtraction";0
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item47";"Addition";1
"cl1";"xca5";"F";9.7;0.31097311977918;"TimePressure";"item48";"Subtraction";0
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item48";"Subtraction";1
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item47";"Addition";1
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item46";"Subtraction";0
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item45";"Addition";0
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item44";"Subtraction";1
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item43";"Addition";1
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item42";"Subtraction";0
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item41";"Addition";1
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item40";"Subtraction";1
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item39";"Addition";1
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item38";"Subtraction";0
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item37";"Addition";0
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item36";"Subtraction";0
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item35";"Addition";0
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item34";"Subtraction";1
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item33";"Addition";0
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item32";"Subtraction";1
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item31";"Addition";1
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item30";"Subtraction";1
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item29";"Addition";1
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item28";"Subtraction";1
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item27";"Addition";1
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item26";"Subtraction";1
"cl1";"guq6";"F";10.1;-1.31912164356687;"Baseline";"item25";"Addition";0
"cl1";"guq6";"F";10.1;-1.31912164356687;"TimePressure";"item24";"Subtraction";1
"cl1";"guq6";"F";10.1;-1.31912164356687;"TimePressure";"item23";"Addition";1
